938,1,4,Jacob
517,1,3,Jacob
545,1,5,Jacob
294,1,5,Jacob
838,1,5,Jacob
38,1,5,Jacob
635,1,4,Jacob
307,1,5,Jacob
344,1,3,Jacob
194,1,4,Jacob
478,1,4,Jacob
537,1,2,Jacob
276,1,5,Jacob
636,1,3,Jacob
101,1,3,Jacob
490,1,3,Jacob
705,1,5,Jacob
67,1,3,Jacob
250,1,4,Jacob
242,1,4,Jacob
243,1,4,Jacob
128,1,4,Jacob
203,1,3,Jacob
66,1,3,Jacob
716,1,5,Jacob
467,1,4,Jacob
97,1,4,Jacob
609,1,1,Jacob
412,1,4,Jacob
903,1,3,Jacob
526,1,5,Jacob
92,1,4,Jacob
703,1,4,Jacob
96,1,5,Jacob
907,1,5,Jacob
381,1,5,Jacob
407,1,4,Jacob
690,1,4,Jacob
749,1,4,Jacob
72,1,4,Jacob
299,1,3,Jacob
941,1,5,Jacob
324,1,5,Jacob
642,1,5,Jacob
151,1,5,Jacob
235,1,4,Jacob
708,1,5,Jacob
77,1,5,Jacob
305,1,5,Jacob
657,1,3,Jacob
917,1,3,Jacob
936,1,4,Jacob
916,1,4,Jacob
548,1,4,Jacob
487,1,5,Jacob
246,1,4,Jacob
343,1,5,Jacob
347,1,4,Jacob
279,1,3,Jacob
459,1,4,Jacob
277,1,4,Jacob
312,1,5,Jacob
325,1,2,Jacob
523,1,5,Jacob
649,1,5,Jacob
298,1,5,Jacob
94,1,4,Jacob
870,1,5,Jacob
826,1,4,Jacob
735,1,4,Jacob
244,1,4,Jacob
456,1,2,Jacob
314,1,5,Jacob
785,1,4,Jacob
445,1,3,Jacob
865,1,1,Jacob
922,1,5,Jacob
49,1,2,Jacob
621,1,3,Jacob
701,1,4,Jacob
479,1,5,Jacob
868,1,4,Jacob
678,1,5,Jacob
401,1,2,Jacob
54,1,4,Jacob
291,1,5,Jacob
416,1,5,Jacob
789,1,3,Jacob
800,1,4,Jacob
141,1,3,Jacob
75,1,4,Jacob
663,1,4,Jacob
295,1,4,Jacob
223,1,4,Jacob
892,1,5,Jacob
338,1,3,Jacob
424,1,1,Jacob
569,1,4,Jacob
189,1,5,Jacob
1,1,5,Jacob
597,1,3,Jacob
508,1,5,Jacob
138,1,4,Jacob
216,1,4,Jacob
488,1,3,Jacob
45,1,5,Jacob
419,1,4,Jacob
786,1,4,Jacob
831,1,4,Jacob
374,1,4,Jacob
654,1,4,Jacob
322,1,2,Jacob
493,1,3,Jacob
365,1,4,Jacob
823,1,4,Jacob
710,1,4,Jacob
792,1,4,Jacob
550,1,3,Jacob
893,1,5,Jacob
64,1,4,Jacob
561,1,2,Jacob
336,1,3,Jacob
567,1,3,Jacob
612,1,4,Jacob
610,1,4,Jacob
468,1,5,Jacob
296,1,5,Jacob
867,1,4,Jacob
359,1,4,Jacob
723,1,3,Jacob
168,1,5,Jacob
102,1,3,Jacob
303,1,5,Jacob
130,1,5,Jacob
70,1,4,Jacob
886,1,4,Jacob
137,1,3,Jacob
23,1,5,Jacob
447,1,3,Jacob
689,1,3,Jacob
274,1,4,Jacob
204,1,2,Jacob
454,1,3,Jacob
25,1,5,Jacob
417,1,4,Jacob
144,1,4,Jacob
580,1,3,Jacob
308,1,4,Jacob
738,1,5,Jacob
209,1,5,Jacob
901,1,5,Jacob
794,1,4,Jacob
759,1,5,Jacob
593,1,3,Jacob
744,1,4,Jacob
541,1,4,Jacob
41,1,4,Jacob
795,1,4,Jacob
13,1,3,Jacob
411,1,4,Jacob
872,1,3,Jacob
472,1,5,Jacob
388,1,5,Jacob
271,1,3,Jacob
117,1,4,Jacob
624,1,4,Jacob
438,1,4,Jacob
771,1,5,Jacob
602,1,4,Jacob
935,1,3,Jacob
894,1,4,Jacob
921,1,3,Jacob
582,1,4,Jacob
669,1,5,Jacob
247,1,4,Jacob
885,1,5,Jacob
756,1,4,Jacob
599,1,4,Jacob
495,1,4,Jacob
15,1,1,Jacob
788,1,3,Jacob
910,1,4,Jacob
883,1,3,Jacob
18,1,5,Jacob
579,1,4,Jacob
727,1,3,Jacob
222,1,4,Jacob
879,1,4,Jacob
897,1,5,Jacob
796,1,2,Jacob
843,1,3,Jacob
829,1,4,Jacob
202,1,3,Jacob
887,1,5,Jacob
746,1,4,Jacob
839,1,4,Jacob
313,1,4,Jacob
822,1,4,Jacob
79,1,4,Jacob
650,1,3,Jacob
326,1,3,Jacob
345,1,3,Jacob
57,1,5,Jacob
889,1,3,Jacob
332,1,4,Jacob
486,1,4,Jacob
393,1,3,Jacob
896,1,4,Jacob
268,1,3,Jacob
804,1,5,Jacob
632,1,3,Jacob
715,1,5,Jacob
396,1,4,Jacob
10,1,4,Jacob
880,1,4,Jacob
934,1,2,Jacob
682,1,4,Jacob
363,1,2,Jacob
162,1,4,Jacob
521,1,2,Jacob
721,1,5,Jacob
398,1,5,Jacob
726,1,4,Jacob
895,1,4,Jacob
773,1,3,Jacob
484,1,5,Jacob
864,1,5,Jacob
380,1,4,Jacob
390,1,5,Jacob
913,1,2,Jacob
790,1,3,Jacob
807,1,4,Jacob
320,1,3,Jacob
160,1,4,Jacob
745,1,2,Jacob
554,1,3,Jacob
747,1,5,Jacob
503,1,5,Jacob
924,2,3,Sparsh
543,2,3,Sparsh
798,2,4,Sparsh
398,2,3,Sparsh
13,2,3,Sparsh
22,2,2,Sparsh
715,2,3,Sparsh
201,2,2,Sparsh
746,2,3,Sparsh
301,2,2,Sparsh
830,2,3,Sparsh
268,2,2,Sparsh
487,2,3,Sparsh
393,2,4,Sparsh
815,2,3,Sparsh
751,2,4,Sparsh
256,2,5,Sparsh
327,2,2,Sparsh
773,2,3,Sparsh
425,2,2,Sparsh
650,2,3,Sparsh
506,2,4,Sparsh
600,2,3,Sparsh
466,2,1,Sparsh
95,2,2,Sparsh
363,2,4,Sparsh
385,2,3,Sparsh
886,2,4,Sparsh
648,2,4,Sparsh
399,2,3,Sparsh
880,2,3,Sparsh
749,2,4,Sparsh
267,2,3,Sparsh
374,2,4,Sparsh
621,2,3,Sparsh
796,2,5,Sparsh
130,2,4,Sparsh
87,2,4,Sparsh
442,2,3,Sparsh
250,2,4,Sparsh
868,2,2,Sparsh
1,2,3,Sparsh
325,2,1,Sparsh
934,2,4,Sparsh
276,2,4,Sparsh
303,2,3,Sparsh
774,2,1,Sparsh
222,2,3,Sparsh
622,2,4,Sparsh
943,2,5,Sparsh
429,2,3,Sparsh
484,2,4,Sparsh
532,2,5,Sparsh
450,2,4,Sparsh
536,2,4,Sparsh
271,2,1,Sparsh
642,2,4,Sparsh
280,2,3,Sparsh
234,2,2,Sparsh
42,2,5,Sparsh
804,2,4,Sparsh
207,2,3,Sparsh
899,2,3,Sparsh
193,2,3,Sparsh
279,2,4,Sparsh
896,2,3,Sparsh
892,2,4,Sparsh
378,2,2,Sparsh
653,2,1,Sparsh
870,2,2,Sparsh
197,2,3,Sparsh
682,2,3,Sparsh
217,2,3,Sparsh
110,2,3,Sparsh
916,2,3,Sparsh
551,2,2,Sparsh
705,2,3,Sparsh
566,2,5,Sparsh
407,2,4,Sparsh
632,2,4,Sparsh
102,2,2,Sparsh
764,2,3,Sparsh
757,2,3,Sparsh
686,2,3,Sparsh
727,2,4,Sparsh
72,2,3,Sparsh
643,2,3,Sparsh
671,2,4,Sparsh
200,2,4,Sparsh
320,2,4,Sparsh
472,2,5,Sparsh
64,2,3,Sparsh
844,2,4,Sparsh
405,2,1,Sparsh
790,2,3,Sparsh
373,2,4,Sparsh
655,2,3,Sparsh
379,2,3,Sparsh
806,2,3,Sparsh
5,2,3,Sparsh
795,2,3,Sparsh
561,2,3,Sparsh
738,2,3,Sparsh
846,2,5,Sparsh
416,2,4,Sparsh
435,2,4,Sparsh
305,2,2,Sparsh
521,2,3,Sparsh
387,2,4,Sparsh
92,2,3,Sparsh
497,2,1,Sparsh
640,2,4,Sparsh
618,2,2,Sparsh
249,2,3,Sparsh
807,2,4,Sparsh
83,2,4,Sparsh
864,2,4,Sparsh
292,2,4,Sparsh
346,2,5,Sparsh
495,2,2,Sparsh
627,2,3,Sparsh
30,2,3,Sparsh
178,2,4,Sparsh
49,2,1,Sparsh
293,2,3,Sparsh
889,2,3,Sparsh
455,2,4,Sparsh
660,2,2,Sparsh
213,2,4,Sparsh
709,2,4,Sparsh
826,2,3,Sparsh
267,3,4,Divyesh
582,3,3,Divyesh
497,3,4,Divyesh
99,3,3,Divyesh
551,3,5,Divyesh
699,3,3,Divyesh
63,3,2,Divyesh
303,3,3,Divyesh
342,3,2,Divyesh
406,3,3,Divyesh
216,3,4,Divyesh
95,3,1,Divyesh
486,3,2,Divyesh
561,3,3,Divyesh
663,3,4,Divyesh
291,3,3,Divyesh
580,3,5,Divyesh
393,3,3,Divyesh
537,3,2,Divyesh
59,3,4,Divyesh
793,3,4,Divyesh
660,3,1,Divyesh
886,3,3,Divyesh
459,3,2,Divyesh
1,3,4,Divyesh
320,3,4,Divyesh
795,3,2,Divyesh
435,3,3,Divyesh
859,3,5,Divyesh
244,3,5,Divyesh
286,3,2,Divyesh
181,3,2,Divyesh
432,3,3,Divyesh
157,3,3,Divyesh
910,3,2,Divyesh
523,3,4,Divyesh
622,3,1,Divyesh
500,3,4,Divyesh
269,3,3,Divyesh
301,3,2,Divyesh
417,3,4,Divyesh
453,3,4,Divyesh
936,3,4,Divyesh
654,3,3,Divyesh
682,3,3,Divyesh
917,3,1,Divyesh
62,3,3,Divyesh
246,3,2,Divyesh
160,3,3,Divyesh
346,3,3,Divyesh
450,3,4,Divyesh
624,3,3,Divyesh
82,3,2,Divyesh
130,3,5,Divyesh
81,3,4,Divyesh
880,3,1,Divyesh
268,3,1,Divyesh
548,3,1,Divyesh
747,3,2,Divyesh
145,3,3,Divyesh
916,3,3,Divyesh
534,3,4,Divyesh
280,3,2,Divyesh
889,3,4,Divyesh
43,3,2,Divyesh
463,3,2,Divyesh
221,3,4,Divyesh
276,3,3,Divyesh
592,3,4,Divyesh
336,3,1,Divyesh
751,3,3,Divyesh
714,3,5,Divyesh
472,3,5,Divyesh
606,3,5,Divyesh
806,3,2,Divyesh
621,3,5,Divyesh
923,3,4,Divyesh
207,3,2,Divyesh
586,3,5,Divyesh
49,3,3,Divyesh
429,3,2,Divyesh
456,3,4,Divyesh
756,3,1,Divyesh
487,3,5,Divyesh
569,3,1,Divyesh
854,3,1,Divyesh
343,3,4,Divyesh
104,3,3,Divyesh
595,3,4,Divyesh
293,3,2,Divyesh
468,4,5,Jasnoor
7,4,5,Jasnoor
716,4,2,Jasnoor
851,4,5,Jasnoor
538,4,3,Jasnoor
532,4,5,Jasnoor
256,4,5,Jasnoor
618,4,2,Jasnoor
43,4,4,Jasnoor
198,4,3,Jasnoor
659,4,3,Jasnoor
883,4,4,Jasnoor
16,4,5,Jasnoor
709,4,3,Jasnoor
643,4,4,Jasnoor
650,4,3,Jasnoor
49,4,2,Jasnoor
315,4,4,Jasnoor
671,4,5,Jasnoor
527,4,2,Jasnoor
87,4,5,Jasnoor
795,4,4,Jasnoor
84,4,3,Jasnoor
363,4,5,Jasnoor
653,4,3,Jasnoor
345,4,4,Jasnoor
405,4,4,Jasnoor
940,4,2,Jasnoor
707,4,3,Jasnoor
749,4,4,Jasnoor
293,4,4,Jasnoor
758,4,4,Jasnoor
543,4,4,Jasnoor
629,4,3,Jasnoor
342,4,4,Jasnoor
435,4,4,Jasnoor
417,4,3,Jasnoor
158,4,4,Jasnoor
682,4,3,Jasnoor
291,4,4,Jasnoor
592,4,4,Jasnoor
398,4,2,Jasnoor
279,4,4,Jasnoor
916,4,4,Jasnoor
12,4,5,Jasnoor
625,4,4,Jasnoor
94,4,4,Jasnoor
189,4,5,Jasnoor
318,4,2,Jasnoor
579,4,2,Jasnoor
268,4,4,Jasnoor
194,4,4,Jasnoor
774,4,2,Jasnoor
336,4,4,Jasnoor
13,4,5,Jasnoor
504,4,4,Jasnoor
645,4,4,Jasnoor
757,4,5,Jasnoor
286,4,5,Jasnoor
648,4,1,Jasnoor
232,4,4,Jasnoor
389,4,4,Jasnoor
919,4,1,Jasnoor
457,4,4,Jasnoor
715,4,4,Jasnoor
593,4,4,Jasnoor
102,4,2,Jasnoor
115,4,4,Jasnoor
875,4,3,Jasnoor
833,4,3,Jasnoor
385,4,2,Jasnoor
1,4,3,Jasnoor
913,4,4,Jasnoor
562,4,1,Jasnoor
374,4,2,Jasnoor
764,4,3,Jasnoor
561,4,3,Jasnoor
379,4,5,Jasnoor
22,4,5,Jasnoor
62,4,4,Jasnoor
747,4,4,Jasnoor
378,4,3,Jasnoor
326,4,1,Jasnoor
554,4,2,Jasnoor
352,4,3,Jasnoor
627,4,2,Jasnoor
59,4,4,Jasnoor
197,4,3,Jasnoor
327,4,4,Jasnoor
280,4,3,Jasnoor
221,4,3,Jasnoor
933,4,3,Jasnoor
407,4,4,Jasnoor
826,4,4,Jasnoor
18,4,3,Jasnoor
497,4,3,Jasnoor
425,4,4,Jasnoor
886,4,3,Jasnoor
276,4,4,Jasnoor
796,4,5,Jasnoor
429,4,4,Jasnoor
640,4,4,Jasnoor
524,4,4,Jasnoor
712,4,4,Jasnoor
456,4,3,Jasnoor
495,4,3,Jasnoor
130,4,2,Jasnoor
600,4,4,Jasnoor
387,4,3,Jasnoor
151,4,5,Jasnoor
476,4,4,Jasnoor
854,4,2,Jasnoor
453,4,4,Jasnoor
771,4,1,Jasnoor
218,4,3,Jasnoor
882,4,4,Jasnoor
537,4,2,Jasnoor
881,4,3,Jasnoor
474,4,5,Jasnoor
846,4,5,Jasnoor
303,4,4,Jasnoor
412,4,3,Jasnoor
551,4,2,Jasnoor
299,4,3,Jasnoor
690,4,3,Jasnoor
880,4,4,Jasnoor
64,4,3,Jasnoor
889,4,3,Jasnoor
264,4,4,Jasnoor
344,4,4,Jasnoor
216,4,5,Jasnoor
804,4,4,Jasnoor
301,4,4,Jasnoor
860,4,4,Jasnoor
320,4,3,Jasnoor
312,4,3,Jasnoor
207,4,4,Jasnoor
297,4,1,Jasnoor
234,4,4,Jasnoor
654,4,4,Jasnoor
394,4,4,Jasnoor
99,4,5,Jasnoor
295,4,4,Jasnoor
786,4,4,Jasnoor
343,4,5,Jasnoor
608,4,3,Jasnoor
763,4,5,Jasnoor
664,4,4,Jasnoor
201,4,4,Jasnoor
287,4,4,Jasnoor
559,4,4,Jasnoor
219,4,4,Jasnoor
738,4,4,Jasnoor
666,4,5,Jasnoor
472,4,3,Jasnoor
481,4,3,Jasnoor
823,4,5,Jasnoor
339,4,4,Jasnoor
805,4,2,Jasnoor
870,4,2,Jasnoor
621,4,4,Jasnoor
748,4,4,Jasnoor
393,4,4,Jasnoor
535,4,3,Jasnoor
92,4,4,Jasnoor
406,4,2,Jasnoor
346,4,4,Jasnoor
655,4,2,Jasnoor
328,4,3,Jasnoor
903,4,4,Jasnoor
896,4,3,Jasnoor
466,4,3,Jasnoor
253,4,4,Jasnoor
411,4,4,Jasnoor
487,4,4,Jasnoor
871,4,3,Jasnoor
373,4,4,Jasnoor
83,4,2,Jasnoor
450,4,3,Jasnoor
622,4,4,Jasnoor
144,4,4,Jasnoor
577,4,4,Jasnoor
160,4,4,Jasnoor
10,4,4,Jasnoor
934,4,5,Jasnoor
19,4,4,Jasnoor
638,4,4,Jasnoor
347,4,4,Jasnoor
421,4,3,Jasnoor
455,4,3,Jasnoor
334,4,3,Jasnoor
416,4,4,Jasnoor
77,4,3,Jasnoor
514,4,4,Jasnoor
484,4,4,Jasnoor
249,4,4,Jasnoor
780,4,3,Jasnoor
642,4,3,Jasnoor
533,4,3,Jasnoor
788,4,3,Jasnoor
109,4,2,Jasnoor
222,4,3,Jasnoor
864,4,4,Jasnoor
591,4,4,Jasnoor
308,4,5,Jasnoor
271,4,5,Jasnoor
210,4,4,Jasnoor
790,4,3,Jasnoor
233,4,3,Jasnoor
468,5,3,Gunin
13,5,1,Gunin
118,5,2,Gunin
447,5,3,Gunin
1,5,3,Gunin
291,5,5,Gunin
671,5,2,Gunin
437,5,2,Gunin
345,5,3,Gunin
833,5,1,Gunin
375,5,4,Gunin
43,5,4,Gunin
666,5,2,Gunin
303,5,2,Gunin
709,5,4,Gunin
388,5,4,Gunin
425,5,1,Gunin
378,5,3,Gunin
399,5,3,Gunin
234,5,3,Gunin
422,5,3,Gunin
907,5,5,Gunin
28,5,3,Gunin
255,5,2,Gunin
256,5,5,Gunin
633,5,3,Gunin
374,5,4,Gunin
363,5,1,Gunin
655,5,2,Gunin
880,5,3,Gunin
925,5,4,Gunin
293,5,3,Gunin
551,5,4,Gunin
506,5,4,Gunin
188,5,4,Gunin
741,5,3,Gunin
314,5,4,Gunin
344,5,3,Gunin
892,5,4,Gunin
643,5,3,Gunin
269,5,2,Gunin
102,5,3,Gunin
805,5,4,Gunin
72,5,4,Gunin
368,5,3,Gunin
504,5,4,Gunin
393,5,3,Gunin
218,5,3,Gunin
604,5,2,Gunin
417,5,4,Gunin
207,5,3,Gunin
367,5,4,Gunin
332,5,5,Gunin
372,5,4,Gunin
339,5,3,Gunin
577,5,4,Gunin
546,5,5,Gunin
130,5,4,Gunin
267,5,3,Gunin
796,5,4,Gunin
864,5,4,Gunin
270,5,5,Gunin
562,5,4,Gunin
92,5,4,Gunin
435,5,2,Gunin
276,5,3,Gunin
308,5,4,Gunin
886,5,3,Gunin
145,5,3,Gunin
21,5,2,Gunin
919,5,4,Gunin
135,5,3,Gunin
406,5,4,Gunin
763,5,4,Gunin
593,5,4,Gunin
727,5,3,Gunin
405,5,4,Gunin
648,5,4,Gunin
776,5,4,Gunin
916,5,3,Gunin
109,5,3,Gunin
682,5,3,Gunin
311,5,3,Gunin
814,5,3,Gunin
44,5,4,Gunin
280,5,4,Gunin
655,6,4,Jaskaran
568,6,3,Jaskaran
76,6,5,Jaskaran
662,6,5,Jaskaran
409,6,4,Jaskaran
63,6,3,Jaskaran
79,6,4,Jaskaran
924,6,4,Jaskaran
18,6,5,Jaskaran
90,6,4,Jaskaran
1,6,5,Jaskaran
9,6,5,Jaskaran
537,6,2,Jaskaran
870,6,4,Jaskaran
707,6,3,Jaskaran
71,6,3,Jaskaran
181,6,1,Jaskaran
524,6,5,Jaskaran
828,6,1,Jaskaran
198,6,2,Jaskaran
806,6,2,Jaskaran
590,6,5,Jaskaran
936,6,5,Jaskaran
486,6,4,Jaskaran
758,6,2,Jaskaran
773,6,3,Jaskaran
470,7,3,Chikoo
465,7,5,Chikoo
403,7,5,Chikoo
379,7,5,Chikoo
555,7,4,Chikoo
59,7,4,Chikoo
26,7,3,Chikoo
13,7,2,Chikoo
719,7,2,Chikoo
847,7,3,Chikoo
738,7,4,Chikoo
865,7,5,Chikoo
190,7,4,Chikoo
162,7,3,Chikoo
717,7,4,Chikoo
235,7,4,Chikoo
81,7,4,Chikoo
158,7,5,Chikoo
466,7,4,Chikoo
92,7,4,Chikoo
722,7,4,Chikoo
397,7,5,Chikoo
250,7,4,Chikoo
96,7,5,Chikoo
277,7,2,Chikoo
252,7,4,Chikoo
79,7,5,Chikoo
715,7,3,Chikoo
387,7,5,Chikoo
292,7,3,Chikoo
862,7,5,Chikoo
176,7,5,Chikoo
299,7,3,Chikoo
678,7,4,Chikoo
761,7,4,Chikoo
17,7,4,Chikoo
249,7,5,Chikoo
394,7,5,Chikoo
778,7,4,Chikoo
703,7,4,Chikoo
10,7,4,Chikoo
844,7,3,Chikoo
53,7,3,Chikoo
592,7,5,Chikoo
365,7,2,Chikoo
279,7,5,Chikoo
936,7,4,Chikoo
745,7,4,Chikoo
580,7,3,Chikoo
870,7,4,Chikoo
730,7,4,Chikoo
268,7,4,Chikoo
199,7,4,Chikoo
612,7,3,Chikoo
669,7,3,Chikoo
416,7,4,Chikoo
117,7,3,Chikoo
455,7,4,Chikoo
569,7,4,Chikoo
885,7,3,Chikoo
366,7,2,Chikoo
101,7,3,Chikoo
706,7,3,Chikoo
680,7,5,Chikoo
620,7,4,Chikoo
606,7,4,Chikoo
45,7,3,Chikoo
709,7,3,Chikoo
505,7,3,Chikoo
244,7,4,Chikoo
881,7,4,Chikoo
380,7,3,Chikoo
247,7,4,Chikoo
905,7,4,Chikoo
473,7,2,Chikoo
906,7,3,Chikoo
689,7,5,Chikoo
840,7,4,Chikoo
834,7,4,Chikoo
627,7,5,Chikoo
160,7,3,Chikoo
478,7,1,Chikoo
289,7,4,Chikoo
97,7,5,Chikoo
883,7,5,Chikoo
825,7,5,Chikoo
374,7,1,Chikoo
363,7,3,Chikoo
497,7,3,Chikoo
742,7,3,Chikoo
514,7,5,Chikoo
286,7,4,Chikoo
243,7,3,Chikoo
435,7,4,Chikoo
145,7,5,Chikoo
941,7,4,Chikoo
189,7,3,Chikoo
894,7,4,Chikoo
217,7,4,Chikoo
657,7,3,Chikoo
833,7,3,Chikoo
24,7,4,Chikoo
269,7,3,Chikoo
671,7,5,Chikoo
537,7,4,Chikoo
339,7,4,Chikoo
30,7,4,Chikoo
648,7,3,Chikoo
377,7,4,Chikoo
354,7,4,Chikoo
430,7,3,Chikoo
294,7,4,Chikoo
630,7,4,Chikoo
552,7,3,Chikoo
65,7,1,Chikoo
344,7,4,Chikoo
758,7,5,Chikoo
525,7,3,Chikoo
903,7,2,Chikoo
727,7,2,Chikoo
540,7,4,Chikoo
201,7,3,Chikoo
216,7,5,Chikoo
887,7,4,Chikoo
329,7,3,Chikoo
621,7,4,Chikoo
352,7,3,Chikoo
417,7,3,Chikoo
67,7,5,Chikoo
49,7,4,Chikoo
535,7,5,Chikoo
913,7,5,Chikoo
622,7,5,Chikoo
868,7,5,Chikoo
788,7,4,Chikoo
786,7,5,Chikoo
359,7,5,Chikoo
604,7,4,Chikoo
89,7,5,Chikoo
115,7,5,Chikoo
677,7,4,Chikoo
87,7,4,Chikoo
413,7,3,Chikoo
429,7,2,Chikoo
460,7,3,Chikoo
666,7,4,Chikoo
614,7,2,Chikoo
368,7,4,Chikoo
14,7,5,Chikoo
144,7,2,Chikoo
493,7,3,Chikoo
526,7,4,Chikoo
748,7,4,Chikoo
214,7,5,Chikoo
457,7,4,Chikoo
348,7,4,Chikoo
7,7,5,Chikoo
295,7,5,Chikoo
393,7,4,Chikoo
181,7,4,Chikoo
213,7,4,Chikoo
262,7,4,Chikoo
184,7,3,Chikoo
757,7,4,Chikoo
372,7,3,Chikoo
733,7,3,Chikoo
463,7,4,Chikoo
54,7,4,Chikoo
548,7,5,Chikoo
56,7,5,Chikoo
276,7,5,Chikoo
251,7,3,Chikoo
792,7,4,Chikoo
21,7,5,Chikoo
6,7,2,Chikoo
452,7,5,Chikoo
453,7,5,Chikoo
741,7,3,Chikoo
919,7,3,Chikoo
334,7,5,Chikoo
814,7,4,Chikoo
459,7,5,Chikoo
118,7,5,Chikoo
793,7,3,Chikoo
805,7,5,Chikoo
148,7,5,Chikoo
332,7,4,Chikoo
44,7,5,Chikoo
498,7,3,Chikoo
60,7,5,Chikoo
532,7,5,Chikoo
927,7,3,Chikoo
663,7,4,Chikoo
467,7,5,Chikoo
658,7,4,Chikoo
113,7,3,Chikoo
104,7,3,Chikoo
583,7,5,Chikoo
151,7,4,Chikoo
501,7,4,Chikoo
534,7,4,Chikoo
25,7,4,Chikoo
882,7,4,Chikoo
445,7,1,Chikoo
699,7,2,Chikoo
407,7,4,Chikoo
16,7,5,Chikoo
46,7,4,Chikoo
230,7,3,Chikoo
323,7,2,Chikoo
491,7,3,Chikoo
200,7,4,Chikoo
442,7,4,Chikoo
823,7,5,Chikoo
425,7,3,Chikoo
